f_property_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_since_last,d_,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_hot_tub,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_trash_compactor,d_waterfront,d_window_ac_unit,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_fridge,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_bodygel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_host_is_superhost,d_host_identity_verified,local_price,id,neighbourhood_cleansed,room_type,property_type,ln_price,flag_n_bedrooms,flag_review_scores_rating,flag_reviews_per_month,flag_days_since_last,f_bathroom,f_bedrooms,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
apartment,Beyoglu,36.87315634218289,3,1,2,2,4.91,11,0.79,600,3,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,500,45745515,Beyoglu,Entire home/apt,apartment,3.607483815909942,0,0,0,0,1,2,1,2,2,3
apartment,Beyoglu,35.02949852507375,3,1,1,1,3.67,3,0.21,7,341,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,475,45746760,Beyoglu,Entire home/apt,apartment,3.556190521522392,0,0,0,0,1,2,1,1,2,1
loft,Fatih,41.29793510324484,2,1,1,1,4.82,0,0.8,3,361,37,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,560,45750653,Fatih,Entire home/apt,loft,3.7208125012169453,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,47.123893805309734,6,1,2,2,4.55,11,0.83,6,358,52,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,639,45759705,Beyoglu,Entire home/apt,apartment,3.852780171865285,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,32.89085545722714,2,1,1,1,4.66,50,3.38,1,0,24,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,446,45761359,Kadikoy,Entire home/apt,apartment,3.4931946695078144,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,42.772861356932154,5,1,3,4,5,8,0.67,10,350,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,580,45761876,Sisli,Entire home/apt,apartment,3.7559038210282156,0,0,0,0,1,3,2,2,2,1
apartment,Fatih,70.0589970501475,4,1,2,2,4.95,40,2.69,1,317,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,950,45767108,Fatih,Entire home/apt,apartment,4.249337702082337,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,62.68436578171091,4,1,2,2,4.86,7,0.47,1,308,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,850,45767989,Fatih,Entire home/apt,apartment,4.138112066972113,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,40.56047197640118,5,1,2,2,4.33,3,0.23,10,358,183,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,550,45786058,Sisli,Entire home/apt,apartment,3.7027939957142673,0,0,0,0,1,2,1,2,2,1
loft,Fatih,39.89675516224189,3,1,1,2,5,2,0.54,1,360,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,541,45791584,Fatih,Entire home/apt,loft,3.686294996334232,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,29.49852507374631,2,1,1,1,5,9,0.66,21,157,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,400,45793475,Sisli,Entire home/apt,apartment,3.3843402645957323,0,0,0,0,1,2,1,2,2,2
condo,Basaksehir,41.666666666666664,3,1,1,1,4.82,0,0.8,7,89,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,565,45807534,Basaksehir,Entire home/apt,condo,3.7297014486341915,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,20.42772861356932,2,1,1,1,4.33,3,0.23,8,70,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,277,45813760,Beyoglu,Entire home/apt,apartment,3.016893223675089,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,68.43657817109144,3,1,1,1,4.82,0,0.8,1,361,37,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,928,45837602,Beyoglu,Entire home/apt,apartment,4.225907450273951,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,25,2,1,1,1,4.5,6,0.43,11,98,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,339,45851904,Beyoglu,Entire home/apt,apartment,3.2188758248682006,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,52.876106194690266,3,1,1,2,4.93,14,0.97,1,331,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,717,45861846,Fatih,Entire home/apt,apartment,3.9679515580873708,0,0,0,0,1,2,1,2,2,1
apartment,Besiktas,44.24778761061947,2,1,1,2,4.71,17,1.2,3,77,20,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,600,45870266,Besiktas,Entire home/apt,apartment,3.789805372703897,0,0,0,0,1,2,1,2,2,1
condo,Basaksehir,26.622418879056045,2,1,1,2,4,4,0.36,2,352,135,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,361,45902654,Basaksehir,Entire home/apt,condo,3.281753675820631,0,0,0,0,1,2,1,2,2,1
condo,Pendik,29.49852507374631,3,1,1,1,4.67,3,0.21,3,207,80,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,400,45924675,Pendik,Entire home/apt,condo,3.3843402645957323,0,0,0,0,1,2,1,2,2,1
apartment,Cekmekoy,18.289085545722713,2,1,1,2,4.82,0,0.8,365,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,248,45988553,Cekmekoy,Entire home/apt,apartment,2.9063044636527327,0,1,1,1,1,2,1,2,1,3
apartment,Fatih,66.29793510324484,2,1,1,1,4.87,54,3.76,1,167,11,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,899,45992207,Fatih,Entire home/apt,apartment,4.194158751959371,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,25.81120943952802,2,1,1,1,4.32,25,1.74,1,361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,350,46003818,Kadikoy,Entire home/apt,apartment,3.2508088719712096,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,35.47197640117994,3,1,1,2,4.92,26,1.81,1,333,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,481,46004283,Fatih,Entire home/apt,apartment,3.5687429875935117,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,60.7669616519174,6,1,2,5,4.82,0,0.8,7,365,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,824,46006207,Esenyurt,Entire home/apt,apartment,4.107046247397222,0,1,1,1,1,2,3,2,1,1
apartment,Fatih,50.58997050147492,2,1,1,1,4.96,28,2,1,176,12,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,686,46043898,Fatih,Entire home/apt,apartment,3.9237533452136355,0,0,0,0,1,2,1,2,2,1
condo,Sisli,34.21828908554572,2,1,1,1,4.82,0,0.8,60,332,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,464,46044135,Sisli,Entire home/apt,condo,3.5327602697140055,0,1,1,1,1,2,1,2,1,3
condo,Avcilar,39.30678466076696,3,1,1,1,5,6,0.53,5,77,111,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,533,46069326,Avcilar,Entire home/apt,condo,3.671397141653595,0,0,0,0,1,2,1,2,2,1
condo,Esenyurt,20.79646017699115,4,1,1,1,5,2,0.15,14,171,25,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,282,46087628,Esenyurt,Entire home/apt,condo,3.034782788425864,0,0,0,0,1,2,1,2,2,2
loft,Beyoglu,32.30088495575221,2,1,1,1,4.6,15,1.14,3,357,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,438,46093580,Beyoglu,Entire home/apt,loft,3.4750946278641965,0,0,0,0,1,2,1,2,2,1
condo,Esenyurt,14.159292035398229,4,1,2,3,4.29,14,1.21,10,362,80,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,192,46172754,Esenyurt,Entire home/apt,condo,2.650371089515532,0,0,0,0,1,2,2,2,2,1
apartment,Fatih,22.787610619469024,4,1.5,2,4,4.82,0,0.8,1,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,309,46173472,Fatih,Entire home/apt,apartment,3.126216994385496,0,1,1,1,2,2,2,2,1,1
apartment,Atasehir,40.56047197640118,3,1,1,3,5,2,0.16,7,361,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,550,46187657,Atasehir,Entire home/apt,apartment,3.7027939957142673,0,0,0,0,1,2,2,2,2,1
loft,Sancaktepe,21.755162241887906,2,1,1,2,5,1,0.09,1,364,331,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,295,46188782,Sancaktepe,Entire home/apt,loft,3.0798510738275704,0,0,0,0,1,2,1,2,2,1
apartment,Besiktas,33.48082595870206,2,1,1,1,4,4,0.29,1,362,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,454,46190396,Besiktas,Entire home/apt,apartment,3.5109729155290985,0,0,0,0,1,2,1,2,2,1
apartment,Atasehir,38.5693215339233,2,1.5,1,1,4.53,15,1.12,1,350,25,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,523,46232354,Atasehir,Entire home/apt,apartment,3.6524571815526734,0,0,0,0,2,2,1,2,2,1
loft,Beyoglu,67.10914454277285,3,1,1,1,4.89,9,0.71,1,346,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,910,46259971,Beyoglu,Entire home/apt,loft,4.206320316998646,0,0,0,0,1,2,1,2,2,1
condo,Kadikoy,58.92330383480826,4,1,1,1,5,2,0.16,2,352,339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,799,46261034,Kadikoy,Entire home/apt,condo,4.076236663254025,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,45.57522123893805,4,1,1,1,5,1,0.49,1,351,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,618,46273925,Kadikoy,Entire home/apt,apartment,3.819364174945441,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,31.342182890855455,6,2,2,5,4.77,13,1.68,1,350,12,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,425,46278143,Esenyurt,Entire home/apt,apartment,3.4449648864121674,0,0,0,0,2,2,3,2,2,1
condo,Bagcilar,27.94985250737463,4,1,1,2,4.5,12,0.9,4,355,33,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,379,46304752,Bagcilar,Entire home/apt,condo,3.330411922570177,0,0,0,0,1,2,1,2,2,1
condo,Gaziosmanpasa,30.530973451327434,5,1,1,5,1,1,0.12,30,91,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,414,46355248,Gaziosmanpasa,Entire home/apt,condo,3.418741691313065,0,0,0,0,1,2,3,1,2,3
apartment,Atasehir,37.97935103244838,2,1,0,1,4.82,0,0.8,1,179,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,515,46375661,Atasehir,Entire home/apt,apartment,3.6370426181514866,0,1,1,1,1,1,1,2,1,1
apartment,Esenyurt,33.775811209439524,5,2,2,5,4.82,11,0.83,2,357,75,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,458,46389912,Esenyurt,Entire home/apt,apartment,3.5197449016019355,0,0,0,0,2,2,3,2,2,1
apartment,Avcilar,45.42772861356932,3,1,1,1,5,2,0.36,5,54,59,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,616,46404879,Avcilar,Entire home/apt,apartment,3.81612268102127,0,0,0,0,1,2,1,2,2,1
apartment,Avcilar,46.82890855457227,2,1,1,1,4,4,0.33,7,89,72,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,635,46405205,Avcilar,Entire home/apt,apartment,3.8465007163804423,0,0,0,0,1,2,1,2,2,1
condo,Besiktas,70.35398230088495,4,1,2,2,5,1,0.1,30,340,305,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,954,46444211,Besiktas,Entire home/apt,condo,4.253539388936037,0,0,0,0,1,2,1,2,2,3
