f_property_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_since_last,d_,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_hot_tub,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_trash_compactor,d_waterfront,d_window_ac_unit,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_fridge,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_bodygel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_host_is_superhost,d_host_identity_verified,local_price,id,neighbourhood_cleansed,room_type,property_type,ln_price,flag_n_bedrooms,flag_review_scores_rating,flag_reviews_per_month,flag_days_since_last,f_bathroom,f_bedrooms,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,Esenyurt,24.557522123893804,2,1,1,1,4.27,11,0.81,2,267,51,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,333,46458622,Esenyurt,Entire home/apt,condo,3.201018207468194,0,0,0,0,1,2,1,2,2,1
condo,Kagithane,33.1858407079646,3,1,1,1,5,2,0.3,21,0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,450,46463702,Kagithane,Entire home/apt,condo,3.5021233002521157,0,0,0,0,1,2,1,2,2,2
apartment,Beyoglu,57.743362831858406,4,1,1,2,4.39,18,1.63,1,362,55,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,783,46478197,Beyoglu,Entire home/apt,apartment,4.056008413478554,0,0,0,0,1,2,1,2,2,1
loft,Sisli,14.601769911504425,2,1,1,1,5,1,1,7,332,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,198,46502771,Sisli,Entire home/apt,loft,2.681142748182286,0,0,0,0,1,2,1,2,2,1
condo,Kartal,31.63716814159292,4,1,1,1,4.73,26,1.95,1,361,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,429,46504503,Kartal,Entire home/apt,condo,3.4543326364157676,0,0,0,0,1,2,1,2,2,1
apartment,Besiktas,54.64601769911504,4,1,1,1,4,2,0.5,1,361,50,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,741,46517643,Besiktas,Entire home/apt,apartment,4.000876342783838,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,51.474926253687315,5,1,2,3,4.78,27,2.52,3,359,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,698,46523917,Kadikoy,Entire home/apt,apartment,3.941094820250123,0,0,0,0,1,2,2,2,2,1
apartment,Fatih,63.200589970501476,2,1,1,1,4.98,51,3.97,1,172,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,857,46527515,Fatih,Entire home/apt,apartment,4.14631363608553,0,0,0,0,1,2,1,2,2,1
condo,Bagcilar,41.8141592920354,3,1,1,2,4.82,0,0.8,1,365,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,567,46574286,Bagcilar,Entire home/apt,condo,3.7332350212155028,0,1,1,1,1,2,1,2,1,1
apartment,Kadikoy,44.24778761061947,4,1,2,2,5,12,0.98,7,284,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,600,46578982,Kadikoy,Entire home/apt,apartment,3.789805372703897,0,0,0,0,1,2,1,2,2,1
condo,Maltepe,47.935103244837755,3,1,1,2,5,4,0.49,15,176,161,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,650,46596912,Maltepe,Entire home/apt,condo,3.8698480803774333,0,0,0,0,1,2,1,2,2,2
condo,Kadikoy,60.7669616519174,3,1,1,2,4.95,20,2.05,5,0,73,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,824,46597933,Kadikoy,Entire home/apt,condo,4.107046247397222,0,0,0,0,1,2,1,2,2,1
condo,Umraniye,51.32743362831858,4,1,2,2,5,4,0.36,13,345,109,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,696,46619219,Umraniye,Entire home/apt,condo,3.93822537782217,0,0,0,0,1,2,1,2,2,2
apartment,Kucukcekmece,60.7669616519174,3,1,1,4,5,17,1.3,1,147,54,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,824,46650773,Kucukcekmece,Entire home/apt,apartment,4.107046247397222,0,0,0,0,1,2,2,2,2,1
loft,Beyoglu,28.908554572271385,2,1,1,1,5,11,1.05,1,281,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,392,46655485,Beyoglu,Entire home/apt,loft,3.364137557278213,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,22.123893805309734,4,1,2,3,4.82,0,0.8,1,179,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,300,46697202,Esenyurt,Entire home/apt,apartment,3.0966581921439515,0,1,1,1,1,2,2,2,1,1
apartment,Esenyurt,23.59882005899705,4,1,2,3,4.82,0,0.8,1,179,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,320,46701936,Esenyurt,Entire home/apt,apartment,3.1611967132815226,0,1,1,1,1,2,2,2,1,1
apartment,Esenyurt,24.336283185840706,4,1,2,2,4.82,0,0.8,1,180,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,330,46702861,Esenyurt,Entire home/apt,apartment,3.1919683719482763,0,1,1,1,1,2,1,2,1,1
apartment,Esenyurt,17.699115044247787,4,1,2,2,4.82,0,0.8,1,180,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,240,46709193,Esenyurt,Entire home/apt,apartment,2.873514640829742,0,1,1,1,1,2,1,2,1,1
apartment,Esenyurt,22.123893805309734,4,1,2,1,4.82,0,0.8,7,361,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,300,46732845,Esenyurt,Entire home/apt,apartment,3.0966581921439515,0,1,1,1,1,2,1,2,1,1
apartment,Besiktas,33.1858407079646,3,1,1,2,5,1,0.08,5,317,365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,450,46744074,Besiktas,Entire home/apt,apartment,3.5021233002521157,0,0,0,0,1,2,1,2,2,1
condo,Zeytinburnu,29.49852507374631,2,1,1,1,4.82,0,0.8,6,362,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,400,46747064,Zeytinburnu,Entire home/apt,condo,3.3843402645957323,0,1,1,1,1,2,1,2,1,1
apartment,Kadikoy,20.28023598820059,3,1,1,2,5,3,0.32,6,120,178,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,275,46763111,Kadikoy,Entire home/apt,apartment,3.009646815154322,0,0,0,0,1,2,1,2,2,1
condo,Bagcilar,38.42182890855457,4,1,1,2,4.95,19,1.48,4,359,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,521,46767476,Bagcilar,Entire home/apt,condo,3.6486257592411175,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,12.90560471976401,2,1,0,1,4.79,39,3.08,4,259,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,175,46809902,Sisli,Entire home/apt,apartment,2.5576616914112646,0,0,0,0,1,1,1,2,2,1
condo,Kagithane,39.08554572271386,5,2,2,2,5,3,0.26,21,0,162,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,530,46890144,Kagithane,Entire home/apt,condo,3.665752724033918,0,0,0,0,2,2,1,2,2,2
apartment,Kadikoy,12.241887905604719,3,1,1,2,5,1,0.12,2,328,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,166,46915295,Kadikoy,Entire home/apt,apartment,2.5048635058442934,0,0,0,0,1,2,1,2,2,1
condo,Bagcilar,38.49557522123894,5,2,2,3,4.75,4,0.32,3,360,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,522,46938839,Bagcilar,Entire home/apt,condo,3.6505433053703893,0,0,0,0,2,2,2,2,2,1
apartment,Fatih,55.309734513274336,2,1,1,1,4.91,34,2.65,1,178,12,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,750,46940468,Fatih,Entire home/apt,apartment,4.012948924018106,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,47.935103244837755,2,1,1,1,4.92,26,2.07,1,171,11,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,650,46941844,Fatih,Entire home/apt,apartment,3.8698480803774333,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,41.07669616519174,4,1,2,2,4.93,14,1.18,1,172,17,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,557,46942371,Fatih,Entire home/apt,apartment,3.7154409574150344,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,25.589970501474927,4,1,2,2,4,1,0.08,7,0,365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,347,46978671,Kadikoy,Entire home/apt,apartment,3.2422004974346095,0,0,0,0,1,2,1,2,2,1
condo,Kadikoy,39.08554572271386,3,1,1,1,4.82,0,0.8,3,182,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,530,47042777,Kadikoy,Entire home/apt,condo,3.665752724033918,0,1,1,1,1,2,1,2,1,1
condo,Bakirkoy,70.0589970501475,6,1,2,3,4.93,14,1.35,4,148,29,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,950,47054490,Bakirkoy,Entire home/apt,condo,4.249337702082337,0,0,0,0,1,2,2,2,2,1
condo,Basaksehir,60.54572271386431,4,1,1,1,4.5,2,0.23,2,363,70,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,821,47060877,Basaksehir,Entire home/apt,condo,4.103398826940179,0,0,0,0,1,2,1,2,2,1
condo,Basaksehir,68.36283185840708,4,1,1,1,4,9,0.91,2,360,81,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,927,47067920,Basaksehir,Entire home/apt,condo,4.224829283053605,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,45.57522123893805,3,1,1,2,4.82,0,0.8,7,365,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,618,47077477,Esenyurt,Entire home/apt,apartment,3.819364174945441,0,1,1,1,1,2,1,2,1,1
apartment,Esenyurt,45.57522123893805,3,1,1,2,4.82,0,0.8,10,365,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,618,47077689,Esenyurt,Entire home/apt,apartment,3.819364174945441,0,1,1,1,1,2,1,2,1,1
apartment,Besiktas,53.46607669616519,4,1,1,2,4.64,11,0.99,1,362,20,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,725,47087111,Besiktas,Entire home/apt,apartment,3.9790473723424253,0,0,0,0,1,2,1,2,2,1
apartment,Basaksehir,68.36283185840708,4,1,1,1,5,4,0.42,2,363,17,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,927,47089186,Basaksehir,Entire home/apt,apartment,4.224829283053605,0,0,0,0,1,2,1,2,2,1
condo,Basaksehir,71.90265486725663,5,2,2,3,2,1,0.24,2,180,122,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,975,47089192,Basaksehir,Entire home/apt,condo,4.2753131884855975,0,0,0,0,2,2,2,1,2,1
apartment,Sisli,25.81120943952802,3,1,1,1,4.9,20,1.77,4,336,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,350,47089628,Sisli,Entire home/apt,apartment,3.2508088719712096,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,21.533923303834808,4,1,0,1,4.71,24,2.04,4,217,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,292,47089943,Sisli,Entire home/apt,apartment,3.0696295197560324,0,0,0,0,1,1,1,2,2,1
apartment,Esenyurt,30.01474926253687,3,1,2,3,5,7,0.58,1,346,106,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,407,47095625,Esenyurt,Entire home/apt,apartment,3.401688902930345,0,0,0,0,1,2,2,2,2,1
condo,Gaziosmanpasa,55.309734513274336,3,1,1,4,4.82,0,0.8,3,85,37,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,750,47137936,Gaziosmanpasa,Entire home/apt,condo,4.012948924018106,0,1,1,1,1,2,2,2,1,1
condo,Kucukcekmece,71.60766961651917,4,1,1,1,4.33,6,0.93,5,362,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,971,47163164,Kucukcekmece,Entire home/apt,condo,4.271202185779075,0,0,0,0,1,2,1,2,2,1
